id_texto;texto;score_ansiedade;score_depressao;score_burnout
1130;Minhas notas vieram boas, o esforço valeu a pena!. consegui ter um bom tempo de descanso hoje. meu estômago está revirado só de pensar na próxima apresentação. não estou sentindo aquela pressão de antes. lavei as roupas hoje, a pilha estava gigante. minha cabeça não desliga, repasso tudo mil vezes antes de dormir.;0,3;0,122;0,206
1131;Choveu o dia todo, não consegui sair para a rua. estou com medo de ser reprovado em duas matérias.;0,648;0,476;0,134
1132;O tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,487;0,421;0,283
1133;Tenho acumulado muitas faltas, a recuperação será difícil. lavei as roupas hoje, a pilha estava gigante.;0,431;0,351;0,21
1134;Sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. é um esforço enorme levantar da cama.;0,299;0,21;0,202
1135;É um esforço enorme levantar da cama. estou com medo de ser reprovado em duas matérias. não sinto mais prazer nas coisas que gostava. lavei as roupas hoje, a pilha estava gigante.;0,412;0,341;0,269
1136;O esforço valeu a pena, senti-me competente. minhas notas vieram boas, o esforço valeu a pena!. lavei as roupas hoje, a pilha estava gigante. não estou sentindo aquela pressão de antes.;0,105;0,176;0,165
1137;Não consigo parar de pensar no prazo final. me senti produtivo e o trabalho fluiu bem. estou exausto. o corpo dói e a mente está lenta. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. comi uma coisa nova no ru, estava razoável. as coisas parecem sob controle. estou animado com o novo tópico da matéria. estou sempre preocupado com o que pode dar errado.;0,756;0,227;0,24
1138;Estou animado com o novo tópico da matéria. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. não estou sentindo aquela pressão de antes.;0,193;0,146;0,148
1139;O trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou com medo de ser reprovado em duas matérias. não sinto mais prazer nas coisas que gostava. não consigo parar de pensar no prazo final.;0,793;0,218;0,26
1140;O trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente. o tcc está travado, não consigo escrever uma linha coerente.;0,518;0,362;0,257
1141;Fui mal na prova e isso só piora meu humor. tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás. lavei as roupas hoje, a pilha estava gigante. não consigo parar de pensar no prazo final.;0,797;0,287;0,159
1142;Consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa. não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,218;0,107;0,235
1143;Choveu o dia todo, não consegui sair para a rua. é um esforço enorme levantar da cama. tenho tido ataques de pânico leves no meio da noite. estou com medo de ser reprovado em duas matérias.;0,718;0,461;0,096
1144;Sinto que o tempo está correndo e eu estou ficando para trás. fui mal na prova e isso só piora meu humor. estou exausto. o corpo dói e a mente está lenta. tenho tido ataques de pânico leves no meio da noite. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,696;0,439;0,325
1145;Estou com medo de ser reprovado em duas matérias. é um esforço enorme levantar da cama. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua.;0,61;0,534;0,196
1146;A solidão bateu forte hoje, mesmo estando rodeado de gente. comi uma coisa nova no ru, estava razoável. estou com medo de ser reprovado em duas matérias.;0,406;0,496;0,155
1147;Comi uma coisa nova no ru, estava razoável. as preocupações de ontem diminuíram hoje. organizei minha rotina e a exaustão diminuiu. tirei uma nota alta na prova difícil, estou aliviado.;0,154;0,135;0,171
1148;Não vejo sentido em continuar tentando. lavei as roupas hoje, a pilha estava gigante. não sinto mais prazer nas coisas que gostava. tirei uma nota alta na prova difícil, estou aliviado.;0,188;0,323;0,422
1149;Estou com medo de ser reprovado em duas matérias. é um esforço enorme levantar da cama. não vejo sentido em continuar tentando. sinto um cinismo e irritação com todo mundo da faculdade. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,618;0,3;0,43
1150;Estou desorientado e não consigo manter o foco em nada. minhas notas vieram boas, o esforço valeu a pena!. choveu o dia todo, não consegui sair para a rua. consegui me organizar bem para a prova. o esforço valeu a pena, senti-me competente.;0,415;0,331;0,246
1151;Comi uma coisa nova no ru, estava razoável. tudo parece cinzento e sem cor. a solidão bateu forte hoje, mesmo estando rodeado de gente. estou com medo de ser reprovado em duas matérias.;0,332;0,419;0,177
1152;Tirei uma nota alta na prova difícil, estou aliviado. não estou sentindo aquela pressão de antes. consegui ter um bom tempo de descanso hoje. comi uma coisa nova no ru, estava razoável.;0,172;0,137;0,142
1153;Lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil. é um esforço enorme levantar da cama.;0,421;0,411;0,201
1154;O trânsito estava horrível, cheguei atrasado na primeira aula. não consigo parar de pensar no prazo final. sinto que sou um fardo para minha família e amigos. o tcc está travado, não consigo escrever uma linha coerente.;0,68;0,208;0,289
1155;As preocupações de ontem diminuíram hoje. não consigo parar de pensar no prazo final. lavei as roupas hoje, a pilha estava gigante. consegui avançar muito no projeto de pesquisa. me senti produtivo e o trabalho fluiu bem.;0,185;0,138;0,184
1156;Não vejo sentido em continuar tentando. estou desorientado e não consigo manter o foco em nada. o tcc está travado, não consigo escrever uma linha coerente. durmo mal e acordo com a sensação de não ter descansado. choveu o dia todo, não consegui sair para a rua.;0,564;0,488;0,389
1157;O esforço valeu a pena, senti-me competente. não estou sentindo aquela pressão de antes. minhas notas vieram boas, o esforço valeu a pena!. estou desorientado e não consigo manter o foco em nada. choveu o dia todo, não consegui sair para a rua.;0,302;0,291;0,236
1158;Consegui ter um bom tempo de descanso hoje. não estou sentindo aquela pressão de antes. choveu o dia todo, não consegui sair para a rua. tirei uma nota alta na prova difícil, estou aliviado.;0,189;0,204;0,122
1159;Não estou sentindo aquela pressão de antes. organizei minha rotina e a exaustão diminuiu. comi uma coisa nova no ru, estava razoável. minhas notas vieram boas, o esforço valeu a pena!.;0,113;0,115;0,236
1160;É um esforço enorme levantar da cama. estou com medo de ser reprovado em duas matérias. comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. estou exausto. o corpo dói e a mente está lenta.;0,556;0,394;0,298
1161;Minhas notas vieram boas, o esforço valeu a pena!. não estou sentindo aquela pressão de antes. organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,179;0,13;0,24
1162;Sinto que sou um fardo para minha família e amigos. tenho tido ataques de pânico leves no meio da noite. minhas notas refletem meu desinteresse. lavei as roupas hoje, a pilha estava gigante. não vejo sentido em continuar tentando. estou sempre preocupado com o que pode dar errado.;0,847;0,642;0,183
1163;Sinto que sou um fardo para minha família e amigos. lavei as roupas hoje, a pilha estava gigante. fui mal na prova e isso só piora meu humor. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,382;0,749;0,203
1164;Me senti produtivo e o trabalho fluiu bem. não estou sentindo aquela pressão de antes. lavei as roupas hoje, a pilha estava gigante. tirei uma nota alta na prova difícil, estou aliviado.;0,114;0,151;0,196
1165;Estou com medo de ser reprovado em duas matérias. lavei as roupas hoje, a pilha estava gigante. sinto que sou um fardo para minha família e amigos. quero largar tudo e sumir para ter paz mental. não sinto mais prazer nas coisas que gostava.;0,448;0,527;0,239
1166;Estou animado com o novo tópico da matéria. o trânsito estava horrível, cheguei atrasado na primeira aula. sinto que o tempo está correndo e eu estou ficando para trás.;0,495;0,161;0,195
1167;Tenho acumulado muitas faltas, a recuperação será difícil. tudo parece cinzento e sem cor. comi uma coisa nova no ru, estava razoável.;0,265;0,303;0,228
1168;Me senti produtivo e o trabalho fluiu bem. não estou sentindo aquela pressão de antes. tirei uma nota alta na prova difícil, estou aliviado. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,158;0,104;0,212
1169;Estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. o esforço valeu a pena, senti-me competente. comi uma coisa nova no ru, estava razoável.;0,152;0,079;0,152
1170;Fui mal na prova e isso só piora meu humor. sinto que sou um fardo para minha família e amigos. não sinto mais prazer nas coisas que gostava. lavei as roupas hoje, a pilha estava gigante.;0,402;0,502;0,337
1171;Durmo mal e acordo com a sensação de não ter descansado. é um esforço enorme levantar da cama. quero largar tudo e sumir para ter paz mental. o trânsito estava horrível, cheguei atrasado na primeira aula. estou com medo de ser reprovado em duas matérias. a solidão bateu forte hoje, mesmo estando rodeado de gente.;0,511;0,5;0,273
1172;Me senti produtivo e o trabalho fluiu bem. estou sempre preocupado com o que pode dar errado. consegui me organizar bem para a prova. sinto que o tempo está correndo e eu estou ficando para trás. lavei as roupas hoje, a pilha estava gigante. minhas notas vieram boas, o esforço valeu a pena!. não consigo parar de pensar no prazo final.;0,388;0,196;0,185
1173;Consegui ter um bom tempo de descanso hoje. tenho acumulado muitas faltas, a recuperação será difícil. estou sempre preocupado com o que pode dar errado. comi uma coisa nova no ru, estava razoável. não estou sentindo aquela pressão de antes.;0,369;0,272;0,178
1174;Tudo parece cinzento e sem cor. comi uma coisa nova no ru, estava razoável. sinto que o tempo está correndo e eu estou ficando para trás. tenho acumulado muitas faltas, a recuperação será difícil.;0,271;0,337;0,28
1175;A solidão bateu forte hoje, mesmo estando rodeado de gente. estou animado com o novo tópico da matéria. o trânsito estava horrível, cheguei atrasado na primeira aula.;0,318;0,39;0,2
1176;Comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje. estou animado com o novo tópico da matéria. consegui me organizar bem para a prova.;0,198;0,075;0,153
1177;Comi uma coisa nova no ru, estava razoável. me senti produtivo e o trabalho fluiu bem. estou animado com o novo tópico da matéria. as coisas parecem sob controle.;0,145;0,066;0,157
1178;Estou animado com o novo tópico da matéria. consegui me organizar bem para a prova. comi uma coisa nova no ru, estava razoável. estou desorientado e não consigo manter o foco em nada. organizei minha rotina e a exaustão diminuiu.;0,372;0,121;0,218
1179;A solidão bateu forte hoje, mesmo estando rodeado de gente. estou com medo de ser reprovado em duas matérias. comi uma coisa nova no ru, estava razoável.;0,33;0,49;0,175
1180;Tirei uma nota alta na prova difícil, estou aliviado. tudo parece cinzento e sem cor. não sinto mais prazer nas coisas que gostava. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. comi uma coisa nova no ru, estava razoável.;0,295;0,268;0,26
1181;Lavei as roupas hoje, a pilha estava gigante. não vejo sentido em continuar tentando. estou animado com o novo tópico da matéria.;0,275;0,244;0,284
1182;A solidão bateu forte hoje, mesmo estando rodeado de gente. comi uma coisa nova no ru, estava razoável. tudo parece cinzento e sem cor. consegui avançar muito no projeto de pesquisa.;0,234;0,445;0,168
